Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
"$599,000-$649,000","12 Lexington Crescent, Officer",,,,,Inspection Sat 15 Mar 11:00 am,,Kulwant Singh,https://www.realestate.com.au/property-house-vic-officer-147391760
,"28 Excalibur Street, Berwick",,,,,,,Sam Singh,https://www.realestate.com.au/property-house-vic-berwick-146899540
$630K - $693K,"62 Genevieve Circuit, Cranbourne East",,,,,Inspection tomorrow 7:15 pm,,Vas Selvaraj,https://www.realestate.com.au/property-house-vic-cranbourne+east-147391004
"$520,000 - $ 570,000","3/15 Clement Street, Dandenong",,,,,,,Rosy Tran,https://www.realestate.com.au/property-house-vic-dandenong-140360831
"$600,000-$660,000","18 Paramount Way, Pakenham",,,,,,,Jess Ostrom,https://www.realestate.com.au/property-house-vic-pakenham-146024624
"$619,000 - $679,000","6 Nariel Place, Cranbourne West",,,,,,,Param Jandawar,https://www.realestate.com.au/property-house-vic-cranbourne+west-147245624
"$640,000 - $690,000","15 Sapphire Drive, Hampton Park",,,,,,,Adrian Goegan,https://www.realestate.com.au/property-house-vic-hampton+park-147094744
"MUST INSPECT! $590,000-$640,000!","15 Creekview Way, Cranbourne West",,,,,Inspection Sat 15 Mar 11:00 am,,Tarnbir Singh Gill,https://www.realestate.com.au/property-house-vic-cranbourne+west-147388464
"$630,000-$690,000","45 Dartmoor Drive, Cranbourne East",,,,,Inspection Sat 15 Mar 10:30 am,,Sanjay Singh,https://www.realestate.com.au/property-house-vic-cranbourne+east-147388432
"$650,000 - $700,000","53 Hartland Circuit, Pakenham",,,,,,,Barry McMurchie and Christine Quarrie,https://www.realestate.com.au/property-house-vic-pakenham-147385872
"$600,000 - $640,000","3 Butina Crest, Pakenham",,,,,,,Madhawa Hewawasam,https://www.realestate.com.au/property-house-vic-pakenham-147240728
$595K - $635K,"7 Boronia Avenue, Cranbourne",,,,,Inspection Sat 15 Mar 1:20 pm,,Vas Selvaraj,https://www.realestate.com.au/property-house-vic-cranbourne-147384576
"$569,950","4 Pebblebeach Path, Cranbourne",,,,,,,Peter Khamis,https://www.realestate.com.au/property-house-vic-cranbourne-147240456
"$619,000 - High Spec Inclusions","Address available on request, Clyde",,,,,,,Jon Terolli,https://www.realestate.com.au/property-house-vic-clyde-145531688
"$570,000 - $625,000","94 Henry Street, Pakenham",,,,,Inspection Sat 15 Mar 11:00 am,,Damien St Louis,https://www.realestate.com.au/property-house-vic-pakenham-129066602
"$600,000-$660,000","3/161 Gladstone Road, Dandenong North",,,,,,,Dez Oliver,https://www.realestate.com.au/property-house-vic-dandenong+north-147382724
"$629,000-$689,000","16 Joyce Street, Cranbourne West",,,,,,,Hardeep Singh,https://www.realestate.com.au/property-house-vic-cranbourne+west-147237844
"$600,000 - $650,000","114 Ahern Road, Pakenham",,,,,,,Troy Farrell,https://www.realestate.com.au/property-house-vic-pakenham-146966588
$549K - $599K,"7 Horizon Boulevard, Hampton Park",,,,,Inspection Sat 15 Mar 4:00 pm,,Vas Selvaraj,https://www.realestate.com.au/property-house-vic-hampton+park-147237116
"$640,000 - $704,000","47 Norfolk Drive, Narre Warren",,,,,,,Andrew Nguyen,https://www.realestate.com.au/property-house-vic-narre+warren-147237080
"$620,000 - $680,000","63 Blackhazel Crescent, Clyde North",,,,,,,Mo Zeitouneh,https://www.realestate.com.au/property-house-vic-clyde+north-147381308
"$500,000 - $550,000","2/3 Park Orchard Drive, Pakenham",,,,,Inspection Sat 15 Mar 1:30 pm,,Ankush Sharma,https://www.realestate.com.au/property-house-vic-pakenham-147381132
"UNDER CONTRACT $630,000 - $670,000","59 Studd Road, Pakenham",,,,,,,Cooper Sheppard,https://www.realestate.com.au/property-house-vic-pakenham-147235720
$625k if eligible for FHOG - $635k,"4739 Balcarra Street, Clyde North",,,,,,,Brad Alba,https://www.realestate.com.au/property-house-vic-clyde+north-147380352
,"46 Reef Circuit, Clyde",,,,,,,Taj Singh,https://www.realestate.com.au/property-house-vic-clyde-146628212
"$639,000 - $679,000","103 Fairhaven Boulevard, Cranbourne West",,,,,,,Yogi Patel,https://www.realestate.com.au/property-house-vic-cranbourne+west-147211484
"$639,000 - $695,000 Brand New!","6 Theatre Circuit, Clyde North",,,,,Inspection Sat 15 Mar 12:00 pm,,Mehdi Fayazi,https://www.realestate.com.au/property-house-vic-clyde+north-147230764
"$600,000 - $650,000","6 Dundee Court, Pakenham",,,,,,,Jess Ostrom,https://www.realestate.com.au/property-house-vic-pakenham-147361324
"$650,000 - $710,000","34 Lavender Road, Officer",,,,,,,Liza Hickey,https://www.realestate.com.au/property-house-vic-officer-147230120
"$570,000 - $620,000","29 Berrybank Terrace, Botanic Ridge",,,,,,,Jacob Godkin,https://www.realestate.com.au/property-house-vic-botanic+ridge-147375936
,"8 Freshman Avenue, Clyde",,,,,,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde-146752184
$620K - $660K - BRAND NEW -  READY TO MOVE SOON!,"6 Newcastle Road, Clyde",,,,,,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde-146959480
"$600,000 - $650,000","144 Lineham Drive, Cranbourne East",,,,,,,Phillip Verma,https://www.realestate.com.au/property-house-vic-cranbourne+east-147372056
"UNDER CONTRACT $570,000 - $627,000","11 Park Orchard Drive, Pakenham",,,,,,,Callum Donders,https://www.realestate.com.au/property-house-vic-pakenham-147371644
"$650,000 to $695,000","120 Fordholm Road, Hampton Park",,,,,,,Eddie Atahi,https://www.realestate.com.au/property-house-vic-hampton+park-147370816
"$640,000 - $690,000","7 Nunn Street, Koo Wee Rup",,,,,,,Mark Sewell,https://www.realestate.com.au/property-house-vic-koo+wee+rup-147223920
"$580,000 - $635,000","9 Flemington Rise, Officer",,,,,Inspection Sat 15 Mar 11:30 am,,Liza Hickey,https://www.realestate.com.au/property-house-vic-officer-147077204
"$640,000 - $704,000","3 Utopia Way, Officer",,,,,,,Liza Hickey,https://www.realestate.com.au/property-house-vic-officer-147222616
"$630,000 - $670,000","12 Jessfield Terrace, Cranbourne East",,,,,,,Shan Dias,https://www.realestate.com.au/property-house-vic-cranbourne+east-146746848
"$635,000 - $695,000 New Price!","18 Smethurst Avenue, Pakenham",,,,,Inspection Sat 15 Mar 11:00 am,,Mehdi Fayazi,https://www.realestate.com.au/property-house-vic-pakenham-147220564
"$570,000 - $627,000","6 Kathryn Close, Pakenham",,,,,,,Terri Fellows,https://www.realestate.com.au/property-house-vic-pakenham-147366472
"$635,000 - $665,000","4 Howey Road, Pakenham",,,,,,,Peter Diamantakis,https://www.realestate.com.au/property-house-vic-pakenham-147218692
"$600,000-$660,000","36 Melissa Way, Pakenham",,,,,,,Pardeep Singh,https://www.realestate.com.au/property-house-vic-pakenham-147361716
,"9 Daphne Walk, Clyde",,,,,,,Victor Villella,https://www.realestate.com.au/property-house-vic-clyde-147072976
"$580,000 - $620,000","26 Pyrenees Road, Clyde",,,,,,,Izabel Dusik,https://www.realestate.com.au/property-house-vic-clyde-147360564
"$625,000 - $687,000","18 Shetland Ct, Pakenham",,,,,,,Tahnee Morgan,https://www.realestate.com.au/property-house-vic-pakenham-147360532
"$ 630,000 to $ 650,000","14 Bradley Court, Hampton Park",,,,,,,Rohullah Naim,https://www.realestate.com.au/property-house-vic-hampton+park-146742244
,"11 CRADLE AVENUE, Clyde",,,,,,,Disha s Sachdevaa,https://www.realestate.com.au/property-house-vic-clyde-146742220
,"62 Barrington Drive, Pakenham",,,,,,,Stacey Woodfield,https://www.realestate.com.au/property-house-vic-pakenham-147358920
"$570,000 - $600,000","38 Ayesha Rise, Pakenham",,,,,Inspection Sat 15 Mar 11:30 am,,Najeeb Olomi,https://www.realestate.com.au/property-house-vic-pakenham-145767288
"$630,000 - $693,000","32 Carlyle Crescent, Clyde North",,,,,,,Angelia Williams,https://www.realestate.com.au/property-house-vic-clyde+north-147355716
,"25 Sienna Way, Pakenham",,,,,Inspection Sat 15 Mar 11:30 am,,Sukhdeep Singh,https://www.realestate.com.au/property-house-vic-pakenham-147355052
"NEW LOTS FROM $361,900!!!","164 Army Road, Pakenham",,,,,,,Metin Aziret,https://www.realestate.com.au/property-other-vic-pakenham-146836812
"$650,000 - $715,000","9 Thomas Crescent, Cranbourne",,,,,Inspection Sat 15 Mar 12:00 pm,,Vikram Dhankhar,https://www.realestate.com.au/property-house-vic-cranbourne-146602744
"$625,000 to $687,500","21A Tarata Drive, Doveton",,,,,,,Daniel Farrugia,https://www.realestate.com.au/property-house-vic-doveton-144638724
"$630,000 to $650,000","25 O'Meara Cres, Cranbourne East",,,,,Inspection Sat 15 Mar 11:00 am,,Viraj Peiris,https://www.realestate.com.au/property-house-vic-cranbourne+east-146735592
,"44 Jesson Crescent, Dandenong",,,,,,,Agent: Greg Wade,https://www.realestate.com.au/property-house-vic-dandenong-147199328
"$640,000 - $670,000","14 Kimberley Grove, Pakenham",,,,,,,Agent: Thomas Wong,https://www.realestate.com.au/property-house-vic-pakenham-147295568
"$540,900","LOT 1017 Garrison Loop - TITLED + FLAT LAND, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147475972
,"Lot 1502 Jonquil Street (One Bells Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147404788
,"Lot 28 Talc Street (Nelson Village Estate), Cranbourne",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne-147404432
,"Lot 10 Perimeter Road (Heming on Pound Estate), Hampton Park",,,,,,,,https://www.realestate.com.au/property-house-vic-hampton+park-147450028
"$530,120 To $560,120","Lot 951 Todra Crescent, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147443964
"$592,100","LOT 510 TITLED HOUSE AND LAND - Sawmiller Street, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147436000
"$513,700","LOT 407 GAZEBO STREET, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147407880
$645K PLUS,"LOT 12 SAFFRON WAY/UP TO $40K OFF HOUSE/LAND BE QUICK !!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147392080
"$581,200 Full Turnkey - Ready to Build!!!","427 Flaxlilly Crescent, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147095248
"$552,355","Lot 926 Bonifacio Road, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147366564
,"Address available on request, Dandenong",,,,,,,,https://www.realestate.com.au/property-house-vic-dandenong-133113678
"$622,900 Full Turnkey - Ready to Build!!!","51 Bourbon Rd, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147070232
"$632,192","Lot 2725 Lismac Avenue, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147321296
"$576,511","Lot 441 Peak Street, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147317340
"$550,000 - $600,000","18 Push - Pea Way, Cranbourne West, Cranbourne West",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+west-147284288
"$532,000 To $562,000","Lot 926 Bonifacio Road, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147261084
"$626,943","Lot 152 Tart Street  (Kala), Nar Nar Goon",,,,,,,,https://www.realestate.com.au/property-house-vic-nar+nar+goon-147213944
"630,000 to $670,000","19  Metallic Way, Cranbourne South",,,,,Inspection Sat 15 Mar 2:00 pm,,,https://www.realestate.com.au/property-house-vic-cranbourne+south-147485392
$650K PLUS,"LOT 280 NELSON ESTATE BUILD NOW LAST BABY BONDI !!!, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147493340
"$624,000 Fixed & Turnkey","1414 Rockdale Rd, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486676
"$624,000 Fixed & Turnkey","1416 Rockdale Rd, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486720
"$624,000 Fixed & Turnkey","1418 Rockdale Rd, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486756
"$620,102","Lot 428 Oasis Way, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147485052
"$619,500","LOT 5054 FIORIN STREET, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147485024
$615K,"LOT 5109 MERIDIAN ESTATE !!/NEW STAGE SELL IN HOURS !!!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147492780
"$609,600","LOT 2249 Villa Doria Drive, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486540
"$594,000 Fixed & Turnkey","1415 Rockdale Rd, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486712
"$594,000 Fixed & Turnkey","1417 Rockdale Rd, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486748
"$589,200","LOT 460 Goldfields Boulevard, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147486124
$565K,"LOT 5110 MERIDIAN ESTATE !!/NEW STAGE SELL IN HOURS !!!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147493104
$565K,"LOT 5113 MERIDIAN ESTATE !!/NEW STAGE SELL IN HOURS !!!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147493172
$629K 3Bed H&L Package,"Address available on request, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147461600
$645K 4Bed H&L Package,"Address available on request, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147461576
$649K 4Bed House & Land Package,"66 Bohemian St, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147461556
$645K PLUS,"LOT 11 SAFFRON WAY/UP TO $40K OFF HOUSE/LAND BE QUICK !!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147474624
$645K,"LOT 40 NELSON VILLAGE   /UP TO $40K OFF HOUSE/LAND BE QUI, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147474988
$635K PLUS,"52 NELSON /UP TO $40K OFF HOUSE/LAND BE QUICK !!, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147474436
$615K,"LOT 466 VERVE ESTATE  /UP TO $40K OFF HOUSE/LAND BE QUICK, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147474768
$595K,"LOT 2311 RIVERFIELD ESTATE  /UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147470708
"$576,400","LOT 451 Damiana Drive, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147475928
"$559,700","LOT 2311 RIVERFIELD SQUARE - TITLES NEXT MONTH, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147475812
"$542,400","LOT 1761 FREEWAY AND TRAIN ACCESS - INVESTMENT A GRADE, Nar Nar Goon North",,,,,,,,https://www.realestate.com.au/property-house-vic-nar+nar+goon+north-147475600
$599K 3Bed H&L Package,"311 Kenmore St, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147461412
$589K 3Bed H&L Package,"Address available on request, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147461388
,"1037 Evergreen Estate, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147448744
$605K Full Turnkey House & Land Package,"Address available on request, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147448312
"$642,750","LOT 1609 Watercolour Boulevard - ORANA ESTATE, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147450884
"$641,400","LOT  436 TITLED LAND IN OFFICER - FREEWAY ACCESS, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147450776
,"Lot 302 Taj Rise (Kingbird Estate), Botanic Ridge",,,,,,,,https://www.realestate.com.au/property-house-vic-botanic+ridge-147450624
,"Lot 1438 Saltcoats Road (Smiths Park Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147451164
"$637,500","LOT 213 Nightfall Avenue, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147450960
,"Lot 123 Pleach Road (Tommys Run Estate), Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147451612
,"Lot 123 Centella Crescent (Laurier Estate), Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147451388
,"Lot 3005 Khaki Street (Riverfield Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147450740
"$621,000","Lot 27 Talc Street (Nelson Village Estate), Cranbourne",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne-147450248
$620K,"LOT 1037 EVERGREEN /UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147448532
"$615,000","LOT 109 Vivaldi Drive, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147450920
"$612,100","LOT 1616 FAST M1 ACCESS - SMITHS LANE ESTATE - Celevan ST, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147450708
"$610,600","LOT 942 Bonifacio Road - 20k DISCOUNT AVAILABLE, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147450400
,"Lot 32 Talc Street (Nelson Village Estate), Cranbourne",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne-147450172
,"Lot 1616 Celevan Street (Smiths Lane Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147451064
"$556,900","Lot 931 Bonifacio Road - 20k DISCOUNT AVAILABLE, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147450192
,"Lot 128 Tart Street (Kala Estate), Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147451724
,"Lot 22 Kenmore Way (Saffron Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147450956
"$518,200","LOT 415 Creek Circuit, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147451028
"$646,600 To $666,600","Lot 119 Sanctum Parade, Cranbourne West",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+west-147444088
"$626,100 To $666,100","Lot 926 Daybreak Street, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147443860
$626k if eligible for FHOG - $636k,"501 Goldfields Boulevard, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147441240
$618k if eligible for FHOG - $628k,"3008 Khaki Street, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147441816
"$592,100","LOT 514 TITLED HOUSE AND LAND - Sawmiller Street, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147435912
"$646,100","LOT 211 Bosc Street, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147422968
$645K PLUS,"LOT 50 CELEVAN STREET /UP TO $40K OFF HOUSE/LAND, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147427228
"$621,572","Lot 137 Comice Road, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147418712
"$619,600","LOT 236 Filly Street, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147422920
"$616,650 Includes Landscaping - Turnkey Build","22 Kenmore Way, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147419888
$615K PLUS,"LOT 2250 SMITH LANE ESTATE /UP TO $40K OFF HOUSE/LAND, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147426408
$615K PLUS,"LOT 1500 JONQUIL STREET /UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147427164
"$614,689","Lot 2831 Jarrahwood Circuit, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147418708
$610K PLUS,"LOT 945 EVERGREEN/UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147423828
"$603,200","LOT 5053 Fiorin Street, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147423016
$585K PLUS,"LOT 8340 EVERGREEN/UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147423672
"$582,680","Lot 152 Tart Street, Nar Nar Goon",,,,,,,,https://www.realestate.com.au/property-house-vic-nar+nar+goon-147423732
"$578,400","LOT 211 Cape Street, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147422792
"$574,700","LOT 227 Blinker Street, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147422852
$565K PLUS,"LOT 390 SMITHS PARK /UP TO $40K OFF HOUSE/LAND, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147427084
"$516,300","LOT 408 Gazebo Street, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147422740
505K,"LOT 925 EVERGREEN/UP TO $40K OFF HOUSE/LAND, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147427024
"$649,750","LOT 427 OASIS WAY, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147409208
"$647,100","LOT 118 Vivaldi Drive, Junction Village",,,,,,,,https://www.realestate.com.au/property-house-vic-junction+village-147409868
"$642,100","LOT 145 SOMERFORD DRIVE, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147410560
"$637,500","LOT 1602 Aria Street, Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147409672
"$637,100","LOT 201 Shakeal Way, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147409900
"$629,100","LOT 34 TALC STREET, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406328
"$622,400","LOT 137 SHAKEAL WAY, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147410508
"$614,400","LOT 50 BOURBON ROAD, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406436
"$604,900","LOT 24 TALC STREET, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406384
"$599,931","Lot 428 Oasis Way, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147412096
"$599,700","LOT 203 SHAKEAL WAY, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147410304
"$599,700","LOT 210 SHAKEAL WAY, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147410412
"$596,418","Lot 409 Gazebo Street, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147412084
"$596,100","LOT 422 BIENNIAL ROAD, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147408104
"$593,400","LOT 54 GRANITE COURT, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406364
"$589,500","LOT 212 SHAKEAL WAY, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147410480
"$589,400","LOT 29 NELSON VILLAGE, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406408
"$573,900","LOT 130 Brunt Road, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147409744
"$572,100","LOT 128 Scenic Rise, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147409816
"$571,400","LOT 428 OASIS WAY, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147409336
"$560,700","LOT 51 BOURBON ROAD, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147406452
"$554,400","LOT 409 GAZEBO STREET, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147408012
"$552,948","Lot 407 Gazebo Street, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147412044
"$528,500","LOT 54 HIGHLAND DRIVE, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147410268
"$528,150","LOT 8 LINDA DRIVE, Cranbourne West",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+west-147413900
"$506,200","LOT 425 OASIS WAY, Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147407964
,"Lot 36 Vizzini Street (Ortus Estate), Cranbourne",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne-147404604
,"Lot 123 Centella Crescent (Laurier Estate), Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147404964
,"Lot 924 Daybreak Street (Banyan Place Estate), Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147405132
,"Lot 3002  Khaki Street (Riverfield Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147404908
,"Lot 122 Pleach Road (Tommys Run Estate), Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147405160
,"Lot 1614 Cactus Drive (One Bells Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147404880
,"Lot 723 Horvath Boulevard (Banyan Place Estate), Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147404992
,"Lot 530 Centella Crescent (Officer Fields Estate), Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147405144
,"Lot 125 Creek Circuit (The Rise Estate), Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147405148
,"Lot 8 Perimeter Road (Heming on Pound Estate), Hampton Park",,,,,,,,https://www.realestate.com.au/property-house-vic-hampton+park-147403136
,"Lot 31  Talc Street (Nelson Village Estate), Cranbourne",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne-147404144
,"Lot 147  Kalamata Boulevard (Kala Estate), Pakenham",,,,,,,,https://www.realestate.com.au/property-house-vic-pakenham-147405180
,"Lot 926 Bonifacio Road (Evergreen Estate), Clyde",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde-147404936
$650K PLUS,"LOT 10 HEMMING ESTATE /UP TO $40K OFF HOUSE/LAND BE QUICK, Hampton Park",,,,,,,,https://www.realestate.com.au/property-house-vic-hampton+park-147392216
$650K PLUS,"LOT 31 NELSON /UP TO $40K OFF HOUSE/LAND BE QUICK !!, Cranbourne East",,,,,,,,https://www.realestate.com.au/property-house-vic-cranbourne+east-147392152
"$642,750","LOT 459 FAST FREEWAY ACCESS! Tuition Drive, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147392260
"$637,500","LOT 209 Nightfall Avenue, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147392280
"$636,100","LOT 2609 Build Next To Timbertop - Coalport Rise, Officer",,,,,,,,https://www.realestate.com.au/property-house-vic-officer-147392272
$635K PLUS,"LOT 43 WATTLE ESTATE /UP TO $40K OFF HOUSE/LAND BE QUICK, Beaconsfield",,,,,,,,https://www.realestate.com.au/property-house-vic-beaconsfield-147392188
$635K PLUS,"LOT 13 SAFFRON /UP TO $40K OFF HOUSE/LAND BE QUICK !!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147392120
$635K PLUS,"LOT 18 SAFFRON /UP TO $40K OFF HOUSE/LAND BE QUICK !!, Clyde North",,,,,,,,https://www.realestate.com.au/property-house-vic-clyde+north-147392140
